Time, z, vz, sphericity, size
1.152500, 0.846953, 0.322549, 1.007184, 0.000000
1.155000, 0.847778, 0.322459, 1.007175, 0.000000
1.157500, 0.848600, 0.322358, 1.007166, 0.000000
1.160000, 0.849420, 0.322246, 1.007155, 0.000000
1.162500, 0.850237, 0.322127, 1.007143, 0.000000
1.165000, 0.851051, 0.322000, 1.007131, 0.000000
1.167500, 0.851862, 0.321868, 1.007118, 0.000000
1.170000, 0.852670, 0.321733, 1.007105, 0.000000
1.172500, 0.853474, 0.321595, 1.007093, 0.000000
1.175000, 0.854276, 0.321458, 1.007082, 0.000000
1.177500, 0.855076, 0.321321, 1.007073, 0.000000
1.180000, 0.855873, 0.321186, 1.007064, 0.000000
1.182500, 0.856668, 0.321054, 1.007056, 0.000000
1.185000, 0.857461, 0.320925, 1.007048, 0.000000
1.187500, 0.858252, 0.320801, 1.007040, 0.000000
1.190000, 0.859041, 0.320680, 1.007033, 0.000000
1.192500, 0.859828, 0.320563, 1.007026, 0.000000
1.195000, 0.860614, 0.320449, 1.007019, 0.000000
