Time, z, vz, sphericity, size
0.053250, 0.520081, 0.719677, 1.008072, 0.000000
0.053500, 0.520272, 0.722811, 1.008072, 0.000000
0.053750, 0.520463, 0.725942, 1.008071, 0.000000
0.054000, 0.520656, 0.729069, 1.008070, 0.000000
0.054250, 0.520849, 0.732192, 1.008069, 0.000000
0.054500, 0.521043, 0.735312, 1.008068, 0.000000
0.054750, 0.521238, 0.738428, 1.008067, 0.000000
0.055000, 0.521434, 0.741540, 1.008066, 0.000000
0.055250, 0.521630, 0.744648, 1.008065, 0.000000
0.055500, 0.521827, 0.747752, 1.008064, 0.000000
0.055750, 0.522025, 0.750852, 1.008063, 0.000000
0.056000, 0.522224, 0.753949, 1.008062, 0.000000
0.056250, 0.522423, 0.757041, 1.008061, 0.000000
0.056500, 0.522623, 0.760130, 1.008060, 0.000000
0.056750, 0.522824, 0.763214, 1.008059, 0.000000
0.057000, 0.523026, 0.766294, 1.008058, 0.000000
0.057250, 0.523228, 0.769371, 1.008057, 0.000000
0.057500, 0.523431, 0.772443, 1.008056, 0.000000
0.057750, 0.523635, 0.775511, 1.008055, 0.000000
0.058000, 0.523839, 0.778575, 1.008053, 0.000000
0.058250, 0.524045, 0.781634, 1.008052, 0.000000
0.058500, 0.524250, 0.784690, 1.008051, 0.000000
0.058750, 0.524457, 0.787741, 1.008049, 0.000000
0.059000, 0.524665, 0.790789, 1.008048, 0.000000
0.059250, 0.524873, 0.793831, 1.008047, 0.000000
0.059500, 0.525081, 0.796868, 1.008046, 0.000000
0.059750, 0.525291, 0.799902, 1.008045, 0.000000
0.060000, 0.525501, 0.802931, 1.008043, 0.000000
0.060250, 0.525712, 0.805955, 1.008042, 0.000000
0.060500, 0.525924, 0.808974, 1.008041, 0.000000
0.060750, 0.526136, 0.811989, 1.008040, 0.000000
0.061000, 0.526349, 0.814999, 1.008039, 0.000000
0.061250, 0.526563, 0.818003, 1.008039, 0.000000
0.061500, 0.526777, 0.821004, 1.008038, 0.000000
0.061750, 0.526992, 0.823999, 1.008036, 0.000000
0.062000, 0.527208, 0.826989, 1.008035, 0.000000
0.062250, 0.527424, 0.829975, 1.008034, 0.000000
0.062500, 0.527641, 0.832955, 1.008033, 0.000000
0.062750, 0.527859, 0.835930, 1.008032, 0.000000
0.063000, 0.528077, 0.838900, 1.008031, 0.000000
0.063250, 0.528296, 0.841865, 1.008029, 0.000000
0.063500, 0.528516, 0.844824, 1.008028, 0.000000
0.063750, 0.528737, 0.847779, 1.008027, 0.000000
0.064000, 0.528958, 0.850727, 1.008026, 0.000000
0.064250, 0.529180, 0.853670, 1.008025, 0.000000
0.064500, 0.529403, 0.856607, 1.008024, 0.000000
0.064750, 0.529626, 0.859539, 1.008023, 0.000000
0.065000, 0.529850, 0.862466, 1.008022, 0.000000
0.065250, 0.530075, 0.865386, 1.008021, 0.000000
0.065500, 0.530300, 0.868301, 1.008021, 0.000000
0.065750, 0.530526, 0.871210, 1.008020, 0.000000
0.066000, 0.530753, 0.874112, 1.008019, 0.000000
0.066250, 0.530980, 0.877009, 1.008018, 0.000000
0.066500, 0.531209, 0.879900, 1.008017, 0.000000
0.066750, 0.531438, 0.882784, 1.008017, 0.000000
0.067000, 0.531667, 0.885663, 1.008016, 0.000000
0.067250, 0.531897, 0.888535, 1.008015, 0.000000
0.067500, 0.532129, 0.891402, 1.008014, 0.000000
0.067750, 0.532360, 0.894262, 1.008014, 0.000000
0.068000, 0.532593, 0.897115, 1.008013, 0.000000
0.068250, 0.532826, 0.899963, 1.008012, 0.000000
0.068500, 0.533060, 0.902805, 1.008012, 0.000000
0.068750, 0.533295, 0.905640, 1.008011, 0.000000
