Time, V_g(t), V_g(0), V_g(t)/V_g(0)
0.001000, 0.023618, 0.023618, 100.000000
0.002000, 0.024264, 0.023618, 102.738634
0.003000, 0.005907, 0.023618, 25.012067
Time, V_g(t), V_g(0), V_g(t)/V_g(0)
0.001000, 0.023618, 0.023618, 100.000000
0.002000, 0.024264, 0.023618, 102.738634
0.003000, 0.005907, 0.023618, 25.012067
Time, V_g(t), V_g(0), V_g(t)/V_g(0)
0.001000, 0.023618, 0.023618, 100.000000
0.002000, 0.024264, 0.023618, 102.738634
0.003000, 0.005907, 0.023618, 25.012067
Time, V_g(t), V_g(0), V_g(t)/V_g(0)
0.001000, 0.023561, 0.023561, 100.000000
Time, V_g(t), V_g(0), V_g(t)/V_g(0)
0.001000, 0.023561, 0.023561, 100.000000
0.002000, 0.023561, 0.023561, 99.999963
0.003000, 0.023561, 0.023561, 100.000082
0.004000, 0.023561, 0.023561, 100.000246
0.005000, 0.023561, 0.023561, 100.000418
0.006000, 0.023561, 0.023561, 100.000585
0.007000, 0.023561, 0.023561, 100.000741
0.008000, 0.023561, 0.023561, 100.000887
0.009000, 0.023561, 0.023561, 100.001020
0.010000, 0.023561, 0.023561, 100.001143
0.011000, 0.023561, 0.023561, 100.001258
0.012000, 0.023561, 0.023561, 100.001368
0.013000, 0.023561, 0.023561, 100.001474
0.014000, 0.023561, 0.023561, 100.001579
0.015000, 0.023561, 0.023561, 100.001682
0.016000, 0.023561, 0.023561, 100.001786
0.017000, 0.023561, 0.023561, 100.001890
0.018000, 0.023561, 0.023561, 100.001993
0.019000, 0.023561, 0.023561, 100.002095
0.020000, 0.023561, 0.023561, 100.002196
0.021000, 0.023561, 0.023561, 100.002296
0.022000, 0.023561, 0.023561, 100.002394
0.023000, 0.023562, 0.023561, 100.002489
0.024000, 0.023562, 0.023561, 100.002583
0.025000, 0.023562, 0.023561, 100.002674
0.026000, 0.023562, 0.023561, 100.002763
0.027000, 0.023562, 0.023561, 100.002848
0.028000, 0.023562, 0.023561, 100.002931
0.029000, 0.023562, 0.023561, 100.003011
0.030000, 0.023562, 0.023561, 100.003089
0.031000, 0.023562, 0.023561, 100.003167
0.032000, 0.023562, 0.023561, 100.003244
0.033000, 0.023562, 0.023561, 100.003322
0.034000, 0.023562, 0.023561, 100.003402
0.035000, 0.023562, 0.023561, 100.003484
0.036000, 0.023562, 0.023561, 100.003569
0.037000, 0.023562, 0.023561, 100.003658
0.038000, 0.023562, 0.023561, 100.003752
0.039000, 0.023562, 0.023561, 100.003848
