Time, V_g(t), V_g(0), V_g(t)/V_g(0)
0.010000, 0.002350, 0.002350, 100.000000
0.020000, 0.002421, 0.002350, 103.036433
0.030000, 0.000915, 0.002350, 38.953753
Time, V_g(t), V_g(0), V_g(t)/V_g(0)
0.010000, 0.002350, 0.002350, 100.000000
0.020000, 0.002421, 0.002350, 103.036433
0.030000, 0.000915, 0.002350, 38.953753
Time, V_g(t), V_g(0), V_g(t)/V_g(0)
0.001000, 0.002362, 0.002362, 100.000000
0.002000, 0.002427, 0.002362, 102.745756
0.003000, 0.000957, 0.002362, 40.533727
Time, V_g(t), V_g(0), V_g(t)/V_g(0)
0.001000, 0.002362, 0.002362, 100.000000
0.002000, 0.002427, 0.002362, 102.745756
0.003000, 0.000957, 0.002362, 40.533727
